|Papel|Cotação|P/L|P/VP|PSR|Div.Yield|P/Ativo|P/Cap.Giro|P/EBIT|P/Ativ Circ.Liq|EV/EBIT|EV/EBITDA|Mrg Ebit|Mrg. Líq.|Liq. Corr.|ROIC|ROE|Liq.2meses|Patrim. Líq|Dív.Brut/ Patrim.|Cresc. Rec.5a
426|AHEB5|19.21|1.91|2.04|0.269|0,00%|0.365|1.37|1.35|-1.28|0.9|0.85|19,98%|14,10%|1.99|34,92%|106,69%|93.71|80542000.0|0.05|44,57%
427|SUZB5|21.13|1.96|0.62|0.693|0,00%|0.192|1.16|2.71|-0.46|8.22|4.78|25,55%|35,48%|2.61|8,69%|31,51%|0.0|44692800000.0|1.73|14,35%
428|CPFG3|12.65|1.96|0.54|0.447|0,00%|0.137|-0.66|0.72|-0.34|1.08|0.84|61,85%|36,83%|0.4|20,76%|27,75%|0.0|4220530000.0|0.53|14,99%
429|AHEB6|20.0|1.99|2.12|0.28|0,00%|0.38|1.43|1.4|-1.33|0.96|0.91|19,98%|14,10%|1.99|34,92%|106,69%|48.78|80542000.0|0.05|44,57%
430|TBLE6|10.65|2.05|0.81|0.832|0,00%|0.191|2.99|1.64|-0.35|4.66|3.95|50,67%|40,52%|1.51|13,51%|39,26%|0.0|10778800000.0|1.97|-0,19%
431|AHEB3|22.22|2.21|2.36|0.311|0,00%|0.422|1.59|1.56|-1.48|1.11|1.05|19,98%|14,10%|1.99|34,92%|106,69%|301.63|80542000.0|0.05|44,57%
432|TXRX3|9.0|2.29|-0.12|0.289|0,00%|0.195|-0.23|-3.59|-0.09|-31.38|-41.42|-8,05%|12,62%|0.34|-5,58%|-5,33%|342.66|-314075000.0|-0.95|15,03%
433|TBLE5|12.0|2.31|0.91|0.938|0,00%|0.215|3.37|1.85|-0.39|4.87|4.13|50,67%|40,52%|1.51|13,51%|39,26%|0.0|10778800000.0|1.97|-0,19%
434|FIGE3|12.03|2.37|0.18|0.0|0,38%|0.0|0.0|0.0|0.0|0.0|0.0|0,00%|0,00%|0.0|0,00%|7,50%|0.0|160202000.0|0.0|18,15%
435|CTPC4|6.5|2.48|0.03|0.0|0,00%|0.003|0.0|-0.55|0.0|-2.44|-2.44|0,00%|0,00%|0.0|0,00%|1,41%|0.0|2411000.0|0.0|-6,10%
436|BOBR3|1.0|2.6|-4.69|0.183|0,00%|0.315|-4.45|1.26|-0.54|2.85|2.52|14,57%|7,05%|0.87|32,00%|-180,46%|0.0|-55506000.0|-6.5|8,65%
437|ESCE3|172.0|2.68|0.61|0.195|0,00%|0.144|-1.26|1.01|-0.25|3.76|3.14|19,43%|7,28%|0.63|15,88%|22,90%|0.0|1644380000.0|1.75|9,08%
438|CLSC5|39.01|2.7|0.51|0.145|0,00%|0.122|-4.69|1.71|-0.25|4.27|3.15|8,48%|5,35%|0.91|8,56%|18,99%|0.0|2932570000.0|1.08|6,72%
439|MNPR4|4.63|2.77|-0.1|0.089|0,00%|0.1|-0.09|0.58|-0.07|0.59|0.49|15,33%|3,24%|0.32|18,38%|-3,67%|0.0|-323886000.0|0.0|13,14%
440|BRML3|8.26|2.78|0.53|4.398|0,00%|0.329|119.71|6.88|-1.13|8.43|7.75|63,88%|159,77%|1.04|5,03%|18,90%|0.0|13024300000.0|0.2|7,76%
441|CTKA3|19.0|2.8|-1.04|0.177|0,00%|0.183|0.63|1.92|-0.38|9.19|7.1|9,20%|6,31%|1.71|12,41%|-37,33%|756.9|-112940000.0|-4.44|20,24%
442|CTKA4|19.44|2.86|-1.07|0.181|0,00%|0.187|0.65|1.96|-0.39|9.24|7.13|9,20%|6,31%|1.71|12,41%|-37,33%|20573.8|-112940000.0|-4.44|20,24%
443|MGEL4|17.0|2.89|2.4|0.106|0,00%|0.133|0.61|1.19|-0.29|7.79|6.23|8,94%|3,67%|1.82|12,77%|83,09%|65719.4|40978000.0|14.97|17,87%
444|SHOW3|2.54|2.98|0.97|0.244|0,00%|0.34|3.28|1.77|-5.25|0.81|0.77|13,82%|8,30%|1.22|46,38%|32,41%|614290.0|177035000.0|0.31|38,53%
